"Prov","Comu","Dist","Scuola","CodScuola","CodSezAss1","Indirizzo","SezioneAssociata","CodSezAss2","Con"
"FROSINONE","SORA","056","FREE85004B  SORA RUGGERI (ASSOC. I. C. FRIC850006)","FREE85004B","FRIC850006","VIA CARLO PISACANE SORA","","",""
"FROSINONE","SORA","056","FREE850018  SORA S. ROCCO (ASSOC. I. C. FRIC850006)","FREE850018","FRIC850006","VIA G. MARCONI SORA","","",""
"FROSINONE","SORA","056","FREE85006D  SORA SCHITO VICENNE (ASSOC. I. C. FRIC850006)","FREE85006D","FRIC850006","VIALE S. DOMENICO S. N. C. SORA","","",""
"FROSINONE","SORA","056","FREE850029  SORA SELVA (ASSOC. I. C. FRIC850006)","FREE850029","FRIC850006","VIA CHIESA NUOVA SORA","","",""
"FROSINONE","SORA","056","FREE851014  SORA VALLERADICE (ASSOC. I. C. FRIC851002)","FREE851014","FRIC851002","VIA CAMPOPIANO SORA","","",""
"FROSINONE","SORA","056","FRIC849002  ISTITUTO COMPRENSIVO I. C. 1^ SORA","FRIC849002","","SORA - VIALE VINCENZO SIMONCELLI","","","CON SEZIONI ASSOCIATE"
"FROSINONE","SORA","056","FRIC850006  ISTITUTO COMPRENSIVO I. C. 2^ SORA","FRIC850006","","SORA - VIA GUGLIELMO MARCONI","","","CON SEZIONI ASSOCIATE"
"FROSINONE","SORA","056","FRIC851002  ISTITUTO COMPRENSIVO I. C. 3^ SORA","FRIC851002","","SORA - VIA PIEMONTE N. 20","","","CON SEZIONI ASSOCIATE"
"FROSINONE","VILLA LATINA","057","FREE821018  VILLA LATINA CAPOLUOGO (ASSOC. I. C. FRIC821006)","FREE821018","FRIC821006","","","",""
"FROSINONE","ALVITO","057","FREE82001C  ALVITO CAPOLUOGO (ASSOC. I. C. FRIC82000A)","FREE82001C","FRIC82000A","PIAZZA UMBERTO I ALVITO","","",""
"FROSINONE","ALVITO","057","FRIC82000A  ISTITUTO COMPRENSIVO I. C. ALVITO","FRIC82000A","","ALVITO - VIA CASA GIAMOSCA 9","","","CON SEZIONI ASSOCIATE"
"FROSINONE","ATINA","057","FREE821029  ATINA CAPOLUOGO (ASSOC. I. C. FRIC821006)","FREE821029","FRIC821006","PIAZZA NASSIRYA ATINA","","",""
"FROSINONE","ATINA","057","FRIC821006  ISTITUTO COMPRENSIVO I. C. ATINA","FRIC821006","","ATINA - VIA LIONE N. 95","","","CON SEZIONI ASSOCIATE"
"FROSINONE","BELMONTE CASTELLO","057","FREE82105C  BELMONTE C. CAPOLUOGO (ASSOC. I. C. FRIC821006)","FREE82105C","FRIC821006","VIA POZZI BELMONTE CASTELLO","","",""
"FROSINONE","CASALVIERI","057","FREE819018  CASALVIERI CAPOLUOGO (ASSOC. I. C. FRIC819006)","FREE819018","FRIC819006","VIA COLLE SANTA MARIA CASALVIERI","","",""
"FROSINONE","CASALVIERI","057","FRIC819006  ISTITUTO COMPRENSIVO I. C. CASALVIERI","FRIC819006","","CASALVIERI - VIA COLLE SANTA MARIA SNC","","","CON SEZIONI ASSOCIATE"
"FROSINONE","GALLINARO","057","FREE81802D  GALLINARO CAPOLUOGO (ASSOC. I. C. FRIC81800A)","FREE81802D","FRIC81800A","VIA S. GERARDO GALLINARO","","",""
"FROSINONE","PICINISCO","057","FREE82103A  PICINISCO CAPOLUOGO (ASSOC. I. C. FRIC821006)","FREE82103A","FRIC821006","VIA MONTANO7 PICINISCO","","",""
"FROSINONE","SAN BIAGIO SARACINISCO","057","FREE82106D  S. BIAGIO S. CAPOLUOGO (ASSOC. I. C. FRIC821006)","FREE82106D","FRIC821006","VIA PERO DELL'ORSO S. BIAGIO SARACINISCO","","",""
"FROSINONE","SAN DONATO VAL DI COMINO","057","FREE81801C  S. DONATO V. C. CAPOLUOGO (ASSOC. I. C. FRIC81800A)","FREE81801C","FRIC81800A","PUIAZZA LIBERTA' SAN DONATO VAL DI COMINO","","",""
"FROSINONE","SAN DONATO VAL DI COMINO","057","FRIC81800A  ISTITUTO COMPRENSIVO I. C. SAN DONATO VAL DI COMINO","FRIC81800A","","SAN DONATO VAL DI COMINO - VIA ROMA 91","","","CON SEZIONI ASSOCIATE"
"FROSINONE","SETTEFRATI","057","FREE81803E  SETTEFRATI CAPOLUOG-PIETRAFITTA (ASSOC. I. C. FRIC81800A)","FREE81803E","FRIC81800A","VIA ZEZINA SETTEFRATI","","",""
"FROSINONE","VICALVI","057","FREE82002D  VICALVI DELICATA (ASSOC. I. C. FRIC82000A)","FREE82002D","FRIC82000A","VIA DELICATA VICALVI","","",""
"FROSINONE","VICALVI","058","FRCT70300D  CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA","FRCT70300D","","PONTECORVO - VIA ALDO MORO","","","CON SEDE AMMINISTRATIVA"
"FROSINONE","AQUINO","058","FREE82301X  AQUINO CAPOLUOGO (ASSOC. I. C. FRIC82300T)","FREE82301X","FRIC82300T","VIA DELLA LIBERTA' AQUINO","","",""
"FROSINONE","AQUINO","058","FRIC82300T  ISTITUTO COMPRENSIVO I. C. AQUINO","FRIC82300T","","AQUINO - V. LE MANZONI SNC","","","CON SEZIONI ASSOCIATE"
"FROSINONE","CASTROCIELO","058","FREE822014  SCUOLA PRIMARIA CAPOLUOGO (ASSOC. I. C. FRIC822002)","FREE822014","FRIC822002","PIAZZA SAN ROCCO CASTROCIELO","","",""
"FROSINONE","CASTROCIELO","058","FRIC822002  ISTITUTO COMPRENSIVO I. C. CASTROCIELO","FRIC822002","","CASTROCIELO - VIA MADONNA DI LORETO N. 25","","","CON SEZIONI ASSOCIATE"
"FROSINONE","COLLE SAN MAGNO","058","FREE83402B  COLLE S. MAGNO CAPOLUOGO (ASSOC. I. C. FRIC834008)","FREE83402B","FRIC834008","CORSO GARIBALDI SNC COLLE SAN MAGNO","","",""
"FROSINONE","ESPERIA","058","FREE80302Q  ESPERIA MONTICELLI (ASSOC. I. C. FRIC80300L)","FREE80302Q","FRIC80300L","VIA BRACCIO MONTICELLI","","",""
"FROSINONE","ESPERIA","058","FREE80303R  ESPERIA S. PIETRO (ASSOC. I. C. FRIC80300L)","FREE80303R","FRIC80300L","P. ZZA CAMPO CONSALVO ESPERIA","","",""
"FROSINONE","ESPERIA","058","FRIC80300L  ISTITUTO COMPRENSIVO I. C. ESPERIA","FRIC80300L","","ESPERIA - VIA SAN ROCCO 5","","","CON SEZIONI ASSOCIATE"
"FROSINONE","PICO","058","FREE815011  PICO CAPOLUOGO (ASSOC. I. C. FRIC81500V)","FREE815011","FRIC81500V","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)","","",""
"FROSINONE","PICO","058","FRIC81500V  ISTITUTO COMPRENSIVO I. C. PICO","FRIC81500V","","PICO - VIA ANTONINO CARNEVALE 32","","","CON SEZIONI ASSOCIATE"
"FROSINONE","PONTECORVO","058","FREE85301Q  PONTECORVO CAPOLUOGO (ASSOC. I. C. FRIC85300N)","FREE85301Q","FRIC85300N","VIA SAN NICONE PONTECORVO","","",""
"FROSINONE","PONTECORVO","058","FREE85302R  PONTECORVO MELFI DI SOPRA (ASSOC. I. C. FRIC85300N)","FREE85302R","FRIC85300N","VIALE DANTE ALIGHIERI PONTECORVO","","",""
"FROSINONE","PONTECORVO","058","FREE85201X  PONTECORVO PASTINE (ASSOC. I. C. FRIC85200T)","FREE85201X","FRIC85200T","PIAZZA ROMITA 5 PONTECORVO","","",""
"FROSINONE","PONTECORVO","058","FRIC85300N  ISTITUTO COMPRENSIVO I. C. 1^ PONTECORVO","FRIC85300N","","PONTECORVO - VIA SAN NICONE","","","CON SEZIONI ASSOCIATE"
"FROSINONE","PONTECORVO","058","FRIC85200T  ISTITUTO COMPRENSIVO I. C. 2^ PONTECORVO","FRIC85200T","","PONTECORVO - VIA ALDO MORO S. N. C.","","","CON SEZIONI ASSOCIATE"
"FROSINONE","ROCCASECCA","058","FREE83401A  ROCCASECCA CAPOLUOGO (ASSOC. I. C. FRIC834008)","FREE83401A","FRIC834008","VIA ROMA 13 ROCCASECCA","","",""
"FROSINONE","ROCCASECCA","058","FREE83403C  ROCCASECCA S. D'ACQUISTO (ASSOC. I. C. FRIC834008)","FREE83403C","FRIC834008","VIA TAGLIAMENTO9 ROCCASECCA SCALO","","",""
"FROSINONE","ROCCASECCA","058","FRIC834008  ISTITUTO COMPRENSIVO I. C. ROCCASECCA","FRIC834008","","ROCCASECCA - VIA PIAVE 9","","","CON SEZIONI ASSOCIATE"
"FROSINONE","ROCCASECCA","059","FRCT70200N  CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA","FRCT70200N","","VIA BELLINI CASSINO","","","CON SEDI CARCERARIE"
"FROSINONE","AUSONIA","059","FREE82401Q  AUSONIA CAPOLUOGO (ASSOC. I. C. FRIC82400N)","FREE82401Q","FRIC82400N","VIA ALIGHIERI","","",""
"FROSINONE","AUSONIA","059","FREE82402R  AUSONIA SELVACAVA (ASSOC. I. C. FRIC82400N)","FREE82402R","FRIC82400N","VIA UMBERTO I SELVACAVA","","",""
"FROSINONE","AUSONIA","059","FRIC82400N  ISTITUTO COMPRENSIVO I. C. AUSONIA","FRIC82400N","","AUSONIA - C. DA MARTINI","","","CON SEZIONI ASSOCIATE"
"FROSINONE","CASSINO","059","FREE85401G  CASSINO CAIRA (ASSOC. I. C. FRIC85400D)","FREE85401G","FRIC85400D","CORSO SAN BASILIO","","",""
"FROSINONE","CASSINO","059","FREE702012  CASSINO CASA CIRCONDARIALE (RUOLO SPECIALE SEDE CARCERARIA)","FREE702012","","CASSINO","","",""
"FROSINONE","CASSINO","059","FREE856017  CASSINO D'ANNUNZIO (ASSOC. I. C. FRIC856005)","FREE856017","FRIC856005","VIA PASCOLI46 CASSINO","","",""
"FROSINONE","CASSINO","059","FREE85503D  CASSINO S. ANGELO IN THEODICE (ASSOC. I. C. FRIC855009)","FREE85503D","FRIC855009","C. SO TRIESTE S. ANGELO IN TH","","",""
"FROSINONE","CASSINO","059","FREE85501B  CASSINO S. GIOV. BOSCO -COLOSSEO (ASSOC. I. C. FRIC855009)","FREE85501B","FRIC855009","PIAZZA PIAVE 1 CASSINO","","",""
"FROSINONE","CASSINO","059","FREE85402L  CASSINO VIA HEROLD (ASSOC. I. C. FRIC85400D)","FREE85402L","FRIC85400D","VIA KARL HEROLD CASSINO","","",""
"FROSINONE","CASSINO","059","FREE85502C  SAN SILVESTRO (ASSOC. I. C. FRIC855009)","FREE85502C","FRIC855009","VIA SANTA LIBERA SNC CASSINO","","",""
"FROSINONE","CASSINO","059","FRIC855009  ISTITUTO COMPRENSIVO I. C. CASSINO 3","FRIC855009","","CASSINO - VIA SAN MARCO","","","CON SEZIONI ASSOCIATE"
"FROSINONE","CASSINO","059","FRIC856005  ISTITUTO COMPRENSIVO I. C. 1^ CASSINO","FRIC856005","","CASSINO - VIA BELLINI1","","","CON SEZIONI ASSOCIATE"
"FROSINONE","CASSINO","059","FRIC85400D  ISTITUTO COMPRENSIVO I. C. 2 CASSINO","FRIC85400D","","CASSINO - VIA KARL HEROLD","","","CON SEZIONI ASSOCIATE"
"FROSINONE","CASTELNUOVO PARANO","059","FREE82403T  CASTELNUOVO P. CAPOLUOGO (ASSOC. I. C. FRIC82400N)","FREE82403T","FRIC82400N","VIA CAMPO PALOMBO","","",""
"FROSINONE","CERVARO","059","FREE843015  CERVARO CAPOLUOGO (ASSOC. I. C. FRIC843003)","FREE843015","FRIC843003","CORSO DELLA REPUBBLICA 23 CERVARO","","",""
"FROSINONE","CERVARO","059","FREE843026  CERVARO COLLETORNESE (ASSOC. I. C. FRIC843003)","FREE843026","FRIC843003","VIA SANTA LUCIA CERVARO","","",""
"FROSINONE","CERVARO","059","FREE84306A  CERVARO PORCHIO-MACERINE (ASSOC. I. C. FRIC843003)","FREE84306A","FRIC843003","VIA SPINA CERVARO","","",""
"FROSINONE","CERVARO","059","FRIC843003  ISTITUTO COMPRENSIVO I. C. CERVARO","FRIC843003","","CERVARO - CORSO DELLA REPUBBLICA","","","CON SEZIONI ASSOCIATE"
"FROSINONE","CORENO AUSONIO","059","FREE82404V  CORENO AUSONIO CAPOLUOGO (ASSOC. I. C. FRIC82400N)","FREE82404V","FRIC82400N","VIA IV NOVEMBRE","","",""
"FROSINONE","PIEDIMONTE SAN GERMANO","059","FREE82501G  PIEDIMONTE S. G. -ALTA (ASSOC. I. C. FRIC82500D)","FREE82501G","FRIC82500D","","","",""
"FROSINONE","PIEDIMONTE SAN GERMANO","059","FREE82502L  PIEDIMONTE S. G. -CAPOLUOGO (ASSOC. I. C. FRIC82500D)","FREE82502L","FRIC82500D","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)","","",""
"FROSINONE","PIEDIMONTE SAN GERMANO","059","FRIC82500D  ISTITUTO COMPRENSIVO I. C. PIEDIMONTE SAN GERMANO","FRIC82500D","","PIEDIMONTE SAN GERMANO - VIA MILAZZO 21","","","CON SEZIONI ASSOCIATE"
"FROSINONE","PIGNATARO INTERAMNA","059","FREE82602C  PIGNATARO I. CAPOLUOGO (ASSOC. I. C. FRIC826009)","FREE82602C","FRIC826009","VIA S. MARIA","","",""
"FROSINONE","SAN GIORGIO A LIRI","059","FREE82601B  S. GIORGIO A LIRI CAPOLUOGO (ASSOC. I. C. FRIC826009)","FREE82601B","FRIC826009","PIAZZALE DEGLI EROI 17","","",""
"FROSINONE","SAN GIORGIO A LIRI","059","FRIC826009  ISTITUTO COMPRENSIVO I. C. SAN GIORGIO A LIRI","FRIC826009","","SAN GIORGIO A LIRI - VIA GARIBALDI S. N. C.","","","CON SEZIONI ASSOCIATE"
"FROSINONE","SANT'AMBROGIO SUL GARIGLIANO","059","FREE80201V  S. AMBROGIO SUL G. CAPOLUOGO (ASSOC. I. C. FRIC80200R)","FREE80201V","FRIC80200R","VIA ROMA S. AMBROGIO SUL GARIGLIANO","","",""
"FROSINONE","SANT'ANDREA DEL GARIGLIANO","059","FREE80202X  S. ANDREA DEL G. CAPOLUOGO (ASSOC. I. C. FRIC80200R)","FREE80202X","FRIC80200R","VIA FONTANA 1 SAN'ANDREA DEL GARIGLIANO","","",""
"FROSINONE","SANT'APOLLINARE","059","FREE802031  S. APOLLINARE CAPOLUOGO (ASSOC. I. C. FRIC80200R)","FREE802031","FRIC80200R","CORSO MAZZINI SANT'APOLLINARE","","",""
"FROSINONE","SANT'APOLLINARE","059","FRIC80200R  ISTITUTO COMPRENSIVO I. C. SANT'APOLLINARE","FRIC80200R","","SANT'APOLLINARE - VIA GIUSEPPE GARIBALDI 51","","","CON SEZIONI ASSOCIATE"
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FREE857013  S. ELIA CAPOLUOGO (ASSOC. I. C. FRIC857001)","FREE857013","FRIC857001","VIA DELLE TORRI SANT'ELIA F. R.","","",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FREE857024  S. ELIA OLIVELLA (ASSOC. I. C. FRIC857001)","FREE857024","FRIC857001","VIA OLIVELLA OLIVELLA","","",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRIC857001  ISTITUTO COMPRENSIVO I. C. SANT'ELIA FIUMERAPIDO","FRIC857001","","SANT'ELIA FIUMERAPIDO - VIA DELLE TORRI","","","CON SEZIONI ASSOCIATE"
"FROSINONE","SAN VITTORE DEL LAZIO","059","FREE843037  S. VITTORE DEL LAZIO CAPOLUOGO (ASSOC. I. C. FRIC843003)","FREE843037","FRIC843003","VIA ROMA SAN VITTORE DEL LAZIO","","",""
"FROSINONE","SAN VITTORE DEL LAZIO","059","FREE843048  S. VITTORE LAZIO S. CESAREO (ASSOC. I. C. FRIC843003)","FREE843048","FRIC843003","VIA STAZIONE SAN VITTORE DEL LAZIO","","",""
"FROSINONE","TERELLE","059","FREE82104B  TERELLE-CAPOLUOGO (ASSOC. I. C. FRIC821006)","FREE82104B","FRIC821006","VIA P. TARI TERELLE","","",""
"FROSINONE","VALLEMAIO","059","FREE802042  VALLEMAIO CAPOLUOGO (ASSOC. I. C. FRIC80200R)","FREE802042","FRIC80200R","PIAZZA ANNUNNZIATA 13 VALLEMAIO","","",""
"FROSINONE","VALLEROTONDA","059","FREE857035  VALLEROTONDA CAPOLUOGO (ASSOC. I. C. FRIC857001)","FREE857035","FRIC857001","PIAZZA MUNICIPIO VALLEROTONDA","","",""
"FROSINONE","VALLEROTONDA","059","FREE857057  VALLEROTONDA VALVORI (ASSOC. I. C. FRIC857001)","FREE857057","FRIC857001","VIA CIRCUMVALLAZIONE VALVORI","","",""
"FROSINONE","VILLA SANTA LUCIA","059","FREE82504P  VILLA S. LUCIA-CAPOLUOGO (ASSOC. I. C. FRIC82500D)","FREE82504P","FRIC82500D","","","",""
"FROSINONE","VILLA SANTA LUCIA","059","FREE82503N  VILLA S. LUCIA-PIUMAROLA (ASSOC. I. C. FRIC82500D)","FREE82503N","FRIC82500D","","","",""
"FROSINONE","VITICUSO","059","FREE843059  VITICUSO CAPOLUOGO (ASSOC. I. C. FRIC843003)","FREE843059","FRIC843003","VIA CERVARO VITICUSO","","",""
"FROSINONE","","","FRMM000XP4  DOTAZIONE ORGANICA PROVINCIALE","FRMM000XP4","","(NON ESPRIMIBILE DAL PERSONALE AMMINISTRATIVO TECNICO ED AUSILIARIO)","","",""
"FROSINONE","TREVI NEL LAZIO","035","FRMM807022  SEZ. ST. TREVI NEL LAZIO (AS. IST. COM. FRIC80700X/TOT. T. PROL. )","FRMM807022","FRIC80700X","PIAZZA DEGLI ANGELI","","",""
"FROSINONE","ACUTO","050","FRMM836022  S. M. S. SANTA MARIA DE MATTIAS (ASSOC. ALL'IST. COMPR. FRIC83600X)","FRMM836022","FRIC83600X","VIA G. GERMINI1","","",""
"FROSINONE","ANAGNI","050","FRMM84501Q  S. M. 2 IC ANAGNI (ASSOC. ALL'IST. COMPR. FRIC84500P)","FRMM84501Q","FRIC84500P","VIA S. GIORGETTO 8 ANAGNI","","",""
"FROSINONE","ANAGNI","050","FRMM84401X  S. M. 1? IC DI ANAGNI (ASSOC. ALL'IST. COMPR. FRIC84400V)","FRMM84401X","FRIC84400V","(SPERIMENTALE A NORMA DELL' ART. 3 COMMA 3 D.P.R. 419/74)","","",""
"FROSINONE","ANAGNI","050","FRMM454002  SCUOLA MEDIA REGINA MARGHERITA","FRMM454002","","VIALE REGINA MARGHERITA","","",""
"FROSINONE","FIUGGI","050","FRMM836011  S. M. S. L. DA VINCI FIUGGI (ASSOC. ALL'IST. COMPR. FRIC83600X)","FRMM836011","FRIC83600X","VIA VAL MADONNA 14 FIUGGI","","",""
"FROSINONE","PALIANO","050","FRMM827016  S. M. FRATELLI BEGUINOT PALIANO (ASSOC. ALL'IST. COMPR. FRIC827005)","FRMM827016","FRIC827005","VIA FRATELLI BEGUINOT","","",""
"FROSINONE","PIGLIO","050","FRMM807011  S. M. O. BOTTINI PIGLIO (ASSOC. ALL'IST. COMPR. FRIC80700X)","FRMM807011","FRIC80700X","VIA PIAGGE 1 PIGLIO","","",""
"FROSINONE","SERRONE","050","FRMM806015  S. M. SERRONE (ASSOC. ALL'IST. COMPR. FRIC806004)","FRMM806015","FRIC806004","VIA MONTE SCALAMBRA SNC SERRONE","","",""
"FROSINONE","SGURGOLA","050","FRMM84101C  SEZ. ST. TAGGI SGURGOLA (ASSOC. ALL'IST. COMPR. FRIC84100B)","FRMM84101C","FRIC84100B","VIA DUE GIUGNO 22","","",""
"FROSINONE","ALATRI","051","FRMM80801R  S. M. EGNAZIO DANTI TECCHIENA (ASSOC. ALL'IST. COMPR. FRIC80800Q)","FRMM80801R","FRIC80800Q","VIA ITALIA 15 LOC TECCHIENA","","",""
"FROSINONE","ALATRI","051","FRMM83801L  S. M. II I. C. DI ALATRI (ASSOC. ALL'IST. COMPR. FRIC83800G)","FRMM83801L","FRIC83800G","VIA CORSA DEI CAVALLI","","",""
"FROSINONE","ALATRI","051","FRMM83701R  S. M. DANTE ALIGHIERI I IC ALATRI (ASSOC. ALL'IST. COMPR. FRIC83700Q)","FRMM83701R","FRIC83700Q","VIA ALCIDE DE GASPERI 34 ALATRI","","",""
"FROSINONE","GUARCINO","051","FRMM80403G  S. M. GUARCINO (ASSOC. ALL'IST. COMPR. FRIC80400C)","FRMM80403G","FRIC80400C","VIA SAN FRANCESCO 9 GUARCINO","","",""
"FROSINONE","TRIVIGLIANO","051","FRMM80402E  S. M. TRIVIGLIANO (ASSOC. ALL'IST. COMPR. FRIC80400C)","FRMM80402E","FRIC80400C","VIA CANAPINE N. 8 TRIVIGLIANO","","",""
"FROSINONE","VICO NEL LAZIO","051","FRMM80401D  S. M. VICO NEL LAZIO (ASSOC. ALL'IST. COMPR. FRIC80400C)","FRMM80401D","FRIC80400C","VIA ROMA VICO NEL LAZIO","","",""
"FROSINONE","FERENTINO","052","FRMM84001L  S. M. S. GIORGI-FRACCO FERENTINO (ASSOC. ALL'IST. COMPR. FRIC84000G)","FRMM84001L","FRIC84000G","VIA ALFONSO BARTOLI N. 53 FERENTINO","","",""
"FROSINONE","FUMONE","052","FRMM83902D  SCUOLA MEDIA FUMONE (AS. IST. COM. FRIC83900B/TOT. T. PROL. )","FRMM83902D","FRIC83900B","VIA PROVINCIALE PER FERENTINO FUMONE","","",""
"FROSINONE","MOROLO","052","FRMM84102D  SEZ. ST. BIONDI MOROLO (ASSOC. ALL'IST. COMPR. FRIC84100B)","FRMM84102D","FRIC84100B","VIA LE GROTTE","","",""
"FROSINONE","SUPINO","052","FRMM830012  S. M. CAP. D. MAROCCO SUPINO (ASSOC. ALL'IST. COMPR. FRIC830001)","FRMM830012","FRIC830001","VIALE REGINA MARGHERITA 136 SUPINO","","",""
"FROSINONE","ARNARA","053","FRMM842029  S. M. ARNARA (ASSOC. ALL'IST. COMPR. FRIC842007)","FRMM842029","FRIC842007","VIA GORNJA BISTRA","","",""
"FROSINONE","BOVILLE ERNICA","053","FRMM828012  S. S. G. ARMELLINI (AS. IST. COM. FRIC828001/PAR. T. PROL. )","FRMM828012","FRIC828001","VIA TORRIONE DEI NOBILI","","",""
"FROSINONE","FROSINONE","053","FRMM84601G  S. M. 4? IC DI FROSINONE (ASSOC. ALL'IST. COMPR. FRIC84600E)","FRMM84601G","FRIC84600E","VIALE TEVERE 72","","",""
"FROSINONE","FROSINONE","053","FRMM86001T  S. M. F ROSINONE III I. C. (ASSOC. ALL'IST. COMPR. FRIC86000R)","FRMM86001T","FRIC86000R","VIA FOSSE ARDEATINE 14 FROSINONE","","",""
"FROSINONE","FROSINONE","053","FRMM84701B  S. M. S. L. PIETROBONO FROSINONE (ASSOC. ALL'IST. COMPR. FRIC84700A)","FRMM84701B","FRIC84700A","VIA GIACOMO PUCCINI FROSINONE","","",""
"FROSINONE","FROSINONE","053","FRMM85901N  SCUOLA SEC. 1 GRADO ALDO MORO (ASSOC. ALL'IST. COMPR. FRIC85900L)","FRMM85901N","FRIC85900L","VIA MASTRUCCIA FROSINONE","","",""
"FROSINONE","RIPI","053","FRMM81101L  S. M. T. GALLONI RIPI (ASSOC. ALL'IST. COMPR. FRIC81100G)","FRMM81101L","FRIC81100G","VIA MERINGO ALTO RIPI","","",""
"FROSINONE","TORRICE","053","FRMM81102N  S. M. G. MARINI TORRICE (ASSOC. ALL'IST. COMPR. FRIC81100G)","FRMM81102N","FRIC81100G","VIA UMBERTO PRIMO TORRICE","","",""
"FROSINONE","VEROLI","053","FRMM86101N  S. M. 1? I. C. DI VEROLI (ASSOC. ALL'IST. COMPR. FRIC86100L)","FRMM86101N","FRIC86100L","PIAZZA GIUSEPPE TRULLI 8 VEROLI","","",""
"FROSINONE","VEROLI","053","FRMM848017  S. M. CAIO MARIO 2? I. C. VEROLI (ASSOC. ALL'IST. COMPR. FRIC848006)","FRMM848017","FRIC848006","VIA LUCI S. N. C. VEROLI","","",""
"FROSINONE","VEROLI","053","FRMM86102P  SEZ. STACC. S. FRANCESCA (ASSOC. ALL'IST. COMPR. FRIC86100L)","FRMM86102P","FRIC86100L","VIA SANTA FRANCESCA 30 FRAZ. S. FRANCESCA","","",""
"FROSINONE","AMASENO","054","FRMM81201C  S. M. VIRGILIO AMASENO (ASSOC. ALL'IST. COMPR. FRIC81200B)","FRMM81201C","FRIC81200B","VIA PRATI SNC AMASENO","","",""
"FROSINONE","CASTRO DEI VOLSCI","054","FRMM814014  S. M. AMBROSI CASTRO DEI VOLSCI (ASSOC. ALL'IST. COMPR. FRIC814003)","FRMM814014","FRIC814003","VIA ANTONINO CARNEVALE MADONNA DEL PIANO","","",""
"FROSINONE","CECCANO","054","FRMM842018  S. M. 1? I. C. DI CECCANO (ASSOC. ALL'IST. COMPR. FRIC842007)","FRMM842018","FRIC842007","VIA GIACOMO MATTEOTTI","","",""
"FROSINONE","CECCANO","054","FRMM85801T  S. M. S. CECCANO (ASSOC. ALL'IST. COMPR. FRIC85800R)","FRMM85801T","FRIC85800R","VIA GAETA 123 CECCANO","","",""
"FROSINONE","GIULIANO DI ROMA","054","FRMM813018  S. M. GIULIANO DI ROMA (ASSOC. ALL'IST. COMPR. FRIC813007)","FRMM813018","FRIC813007","VIA XXIII MAGGIO","","",""
"FROSINONE","PATRICA","054","FRMM830034  SEZ. STACC. PATRICA (ASSOC. ALL'IST. COMPR. FRIC830001)","FRMM830034","FRIC830001","VIA MARTIRI DELLE F. ARD.","","",""
"FROSINONE","VILLA SANTO STEFANO","054","FRMM813029  S. S. VILLA SANTO STEFANO (ASSOC. ALL'IST. COMPR. FRIC813007)","FRMM813029","FRIC813007","VIA DANTE ALIGHIERI","","",""
"FROSINONE","VALLECORSA","054","FRMM814025  SEZ. ST. DE MATTIAS VALLECORSA (ASSOC. ALL'IST. COMPR. FRIC814003)","FRMM814025","FRIC814003","VIA A. LAURETTI","","",""
"FROSINONE","CEPRANO","055","FRMM83101T  S. M. DANTE ALIGHIERI CEPRANO (ASSOC. ALL'IST. COMPR. FRIC83100R)","FRMM83101T","FRIC83100R","VIA DON LUIGI CATELLI CEPRANO","","",""
"FROSINONE","PASTENA","055","FRMM815021  SEZ. STAC. PASTENA (ASSOC. ALL'IST. COMPR. FRIC81500V)","FRMM815021","FRIC81500V","P. ZZA MUNICIPIO 2","","",""
"FROSINONE","POFI","055","FRMM801012  S. M. VATTANI POFI (AS. IST. COM. FRIC801001/PAR. T. PROL. )","FRMM801012","FRIC801001","VIA MONS. LUCA CAPOZI16","","",""
"FROSINONE","SAN GIOVANNI INCARICO","055","FRMM85202X  SEZ. ST. S. GIOVANNI INCARICO (ASSOC. ALL'IST. COMPR. FRIC85200T)","FRMM85202X","FRIC85200T","VIA CIVITA FARNESE SUD","","",""
"FROSINONE","STRANGOLAGALLI","055","FRMM801023  SEZ. STAC. STRANGOLAGALLI (ASSOC. ALL'IST. COMPR. FRIC801001)","FRMM801023","FRIC801001","VIA ROMA","","",""
"FROSINONE","STRANGOLAGALLI","056","FRCT705005  CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA","FRCT705005","","SORA -","","","CON SEDE AMMINISTRATIVA"
"FROSINONE","ARCE","056","FRMM81601Q  S. M. ARCE (ASSOC. ALL'IST. COMPR. FRIC81600P)","FRMM81601Q","FRIC81600P","VIA GUGLIELMO MARCONI","","",""
"FROSINONE","ARPINO","056","FRMM82901T  S. M. S. M. T. CICERONE ARPINO (AS. IST. COM. FRIC82900R/PAR. T. PROL. )","FRMM82901T","FRIC82900R","VIA VITTORIA COLONNA                                                             )","","",""
"FROSINONE","BROCCOSTELLA","056","FRMM81701G  SCUOLA MEDIA BROCCOSTELLA (AS. IST. COM. FRIC81700E/PAR. T. PROL. )","FRMM81701G","FRIC81700E","VIA DELLA VANDRA 627","","",""
